date	pressure	thtv	pm10
2005-03-18	272.0	343.3	20.4167
2005-03-18	258.0	344.4	20.4167
2005-03-19	1015.0	299.6	18.2917
2005-03-19	1000.0	300.4	18.2917
2005-03-19	992.0	300.6	18.2917
2005-03-19	925.0	301.2	18.2917
2005-03-19	889.0	301.4	18.2917
2005-03-19	861.0	301.7	18.2917
2005-03-19	850.0	304.0	18.2917
2005-03-19	844.0	305.6	18.2917
2005-03-19	811.0	309.6	18.2917
2005-03-19	700.0	316.7	18.2917
2005-03-19	684.0	317.7	18.2917
2005-03-19	681.0	317.8	18.2917
2005-03-19	590.0	322.0	18.2917
2005-03-19	500.0	326.5	18.2917
2005-03-19	474.0	328.1	18.2917
2005-03-19	473.0	328.2	18.2917
2005-03-19	400.0	334.5	18.2917
2005-03-19	384.0	336.1	18.2917
2005-03-19	303.0	341.0	18.2917
2005-03-19	300.0	341.1	18.2917
2005-03-19	265.0	343.2	18.2917
2005-03-20	1016.0	299.3	15.0417
2005-03-20	1000.0	299.4	15.0417
2005-03-20	987.0	299.6	15.0417
2005-03-20	925.0	301.7	15.0417
2005-03-20	850.0	304.4	15.0417
2005-03-20	799.0	306.4	15.0417
2005-03-20	780.0	307.1	15.0417
2005-03-20	769.0	308.4	15.0417
2005-03-20	753.0	311.0	15.0417
2005-03-20	739.0	314.9	15.0417
2005-03-20	714.0	316.0	15.0417
2005-03-20	700.0	316.6	15.0417
2005-03-20	643.0	319.3	15.0417
2005-03-20	500.0	326.8	15.0417
2005-03-20	498.0	326.9	15.0417
2005-03-20	400.0	333.0	15.0417
2005-03-20	343.0	337.0	15.0417
2005-03-20	300.0	340.3	15.0417
2005-03-20	274.0	342.2	15.0417
2005-03-20	264.0	343.0	15.0417
2005-03-21	1016.0	300.6	18.9167
2005-03-21	1000.0	300.8	18.9167
2005-03-21	963.0	301.1	18.9167
2005-03-21	941.0	301.3	18.9167
2005-03-21	925.0	301.8	18.9167
2005-03-21	850.0	304.2	18.9167
